,country,location,company,tech,component,phase,investment_value,capacity,status,dt_announce,dt_actual,dt_operational,dt_cancel,jobs,checked,reject-phase,finetune,share-investment
ESP-01467-05701_04_01_00,ESP,Puertollano,Not specified,hydrogen,green_hydrogen,initial,158.7 million USD,-,announced,06-2022,NA,NA,NA,-,False,False,False,False
ESP-01830-07960_06_00_00,ESP,Cuenca,Noy Fund,solar,deployment,initial,€132 million,-,actual,-,-,NA,NA,-,False,False,False,False
ESP-01830-07960_06_00_01,ESP,Cuenca,Noy Fund,solar,deployment,first expansion,-,-,actual,-,-,NA,NA,-,False,False,False,False
ESP-07405-07960_06_00_00,ESP,Olmedilla,Noy Fund,solar,deployment,initial,-,169 MW,announced,-,NA,NA,NA,-,False,False,False,False
ESP-01830-07961_06_00_00,ESP,Cuenca,Noy Infrastructure & Energy Investment Fund,solar,deployment,initial,-,-,actual,01-2021,01-2021,NA,NA,-,False,False,False,False
ESP-03503-05705_04_01_00,ESP,Palos de la Frontera,Nucera,hydrogen,green_hydrogen,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-03503-05705_04_04_00,ESP,Palos de la Frontera,Nucera,hydrogen,electrolysers,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-01177-02386_04_00_00,ESP,Valencia,Nuvera Fuel Cells,hydrogen,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-01177-02386_07_00_00,ESP,Valencia,Nuvera Fuel Cells,vehicle,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-02003-01834_06_00_00,ESP,Extremadura,Núñez de Balboa,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-03086-05716_06_00_00,ESP,Badajoz,OHLA,solar,deployment,initial,-,130 MW,actual,-,-,NA,NA,300,False,False,False,False
ESP-04890-05716_06_00_00,ESP,Castilla y León,OHLA,solar,deployment,initial,45 million EUR,100 MW,actual,-,-,NA,NA,-,False,False,False,False
ESP-05279-05716_06_00_00,ESP,Mérida,OHLA,solar,deployment,initial,45 million EUR,105 MW,actual,-,-,NA,NA,-,False,False,False,False
ESP-01000-05716_06_00_00,ESP,Seville,OHLA,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-01281-05716_06_00_00,ESP,Zaragoza,OHLA,solar,deployment,initial,45 million EUR,125 MW,actual,-,-,NA,NA,-,False,False,False,False
ESP-07009-07962_06_99_00,ESP,Tordesillas,OPDE,solar,NA,initial,100 million EUR,-,actual,04-2010,04-2010,NA,NA,-,False,False,False,False
ESP-07629-07962_06_04_00,ESP,Valtierra,OPDE,solar,modules,initial,100 million EUR,11 MW,actual,04-2010,04-2010,NA,NA,-,False,False,False,False
ESP-01800-01836_06_00_00,ESP,Andalusia,OX2,solar,deployment,initial,-,-,actual,-,09-2023,NA,NA,-,False,False,False,False
ESP-05612-01836_06_00_00,ESP,Castilla la Mancha,OX2,solar,deployment,initial,-,55 MW,actual,09-2022,01-2023,NA,NA,-,False,False,False,False
ESP-05612-01836_06_00_01,ESP,Castilla la Mancha,OX2,solar,deployment,first expansion,-,-,actual,09-2022,01-2023,NA,NA,-,False,False,False,False
ESP-02003-01836_06_00_00,ESP,Extremadura,OX2,solar,deployment,initial,-,-,actual,09-2022,09-2022,NA,NA,-,False,False,False,False
ESP-02003-01836_06_00_01,ESP,Extremadura,OX2,solar,deployment,first expansion,-,-,actual,-,-,NA,NA,-,False,False,False,False
ESP-05204-04150_06_00_00,ESP,Canary Islands,Ocean Sun,solar,deployment,initial,-,250 kWp,announced,11-2021,NA,NA,NA,-,False,False,False,False
ESP-01745-04150_06_00_00,ESP,Gran Canaria,Ocean Sun,solar,deployment,initial,€4 million,250 kWp,announced,01-2021,NA,NA,NA,-,False,False,False,False
ESP-03645-04150_06_00_00,ESP,Tazacorte,Ocean Sun,solar,deployment,initial,-,270 kW,operational,-,-,03-2024,NA,-,False,False,False,False
ESP-07458-07963_08_07_00,ESP,Fene,Ocean Winds,wind,other,initial,-,-,announced,-,NA,NA,NA,1000,False,False,False,False
ESP-00668-07963_08_07_00,ESP,Madrid,Ocean Winds,wind,other,initial,-,-,announced,-,NA,NA,NA,1000,False,False,False,False
PRT-02416-07963_08_00_00,PRT,Offshore Portugal,Ocean Winds,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-07052-07963_08_07_00,ESP,Puerto Real,Ocean Winds,wind,other,initial,-,-,announced,-,NA,NA,NA,1000,False,False,False,False
PRT-01193-07963_08_00_00,PRT,Viana do Castelo,Ocean Winds,wind,deployment,initial,-,-,operational,-,-,07-2020,NA,-,False,False,False,False
PRT-07636-07963_08_00_00,PRT,WindFloat Atlantic,Ocean Winds,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-03619-03258_06_04_00,ESP,Cadiz,Oerlikon Solar,solar,modules,initial,-,40 MW,actual,07-2008,07-2008,NA,NA,-,False,False,False,False
ESP-06995-04151_04_01_00,ESP,Southern Europe,Ohmium,hydrogen,green_hydrogen,initial,-,"55,000 tonnes",announced,-,NA,NA,NA,-,False,False,False,False
ESP-06995-04151_04_04_00,ESP,Southern Europe,Ohmium,hydrogen,electrolysers,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
PRT-07090-07966_06_00_00,PRT,"Morgavel, Sines",Omexom Portugal,solar,deployment,initial,-,46 MWac,operational,-,-,-,NA,-,False,False,False,False
ESP-07329-07968_06_04_00,ESP,Avila,Onyx Solar,solar,modules,initial,-,-,announced,04-2015,NA,NA,NA,-,False,False,False,False
ESP-07641-01839_06_00_00,ESP,"Alcala de Guadaira, Seville",Opdenergy,solar,deployment,initial,-,50 MW,announced,05-2019,NA,NA,NA,-,False,False,False,False
ESP-01800-01839_06_00_00,ESP,Andalusia,Opdenergy,solar,deployment,initial,-,100 MW,announced,03-2019,NA,NA,NA,-,False,False,False,False
ESP-02237-01839_06_00_00,ESP,Aragon,Opdenergy,solar,deployment,initial,-,148 MW,announced,03-2019,NA,NA,NA,-,False,False,False,False
ESP-03086-01839_06_00_00,ESP,Badajoz,Opdenergy,solar,deployment,initial,€72.7 million,-,actual,07-2023,-,NA,NA,-,False,False,False,False
ESP-07642-01839_06_00_00,ESP,Bocigas,Opdenergy,solar,deployment,initial,-,50.1 MW,announced,-,NA,NA,NA,-,False,False,False,False
ESP-04476-01839_06_00_00,ESP,Ciudad Real,Opdenergy,solar,deployment,initial,-,-,actual,07-2022,-,NA,NA,-,False,False,False,False
ESP-01830-01839_06_00_00,ESP,Cuenca,Opdenergy,solar,deployment,initial,€350 million,-,actual,07-2022,-,NA,NA,-,False,False,False,False
ESP-07643-01839_06_04_00,ESP,"Puerto Real, Cadiz",Opdenergy,solar,modules,initial,-,50 MW,announced,03-2019,NA,NA,NA,-,False,False,False,False
ESP-02173-01839_06_00_00,ESP,Teruel,Opdenergy,solar,deployment,initial,€350 million,-,actual,07-2022,-,NA,NA,-,False,False,False,False
ESP-05974-01839_06_00_00,ESP,Zamora,Opdenergy,solar,deployment,initial,€55.3 million,-,actual,07-2023,-,NA,NA,-,False,False,False,False
ESP-05974-01839_06_00_01,ESP,Zamora,Opdenergy,solar,deployment,first expansion,€55.3 million,-,actual,07-2023,07-2023,NA,NA,-,False,False,False,False
ESP-01281-01839_06_00_00,ESP,Zaragoza,Opdenergy,solar,deployment,initial,-,-,actual,07-2022,-,NA,NA,-,False,False,False,False
ESP-01195-00596_07_02_00,ESP,Vigo,Opel,vehicle,battery_vehicle_assembly,initial,-,-,announced,03-2022,NA,NA,NA,-,False,False,False,False
ESP-01281-00596_07_02_00,ESP,Zaragoza,Opel,vehicle,battery_vehicle_assembly,initial,-,-,announced,02-2018,NA,NA,NA,-,False,False,False,False
ESP-05300-05737_06_00_00,ESP,Villanueva del Pardillo,Opengy,solar,deployment,initial,-,10 MWp,actual,-,01-2024,NA,NA,-,False,False,False,False
ESP-07650-07970_01_00_00,ESP,Inca,Our New Energy (ONE),battery,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-01000-03271_06_04_00,ESP,Seville,PI Berlin,solar,modules,initial,-,5 GW,announced,-,NA,NA,NA,-,False,False,False,False
PRT-00998-07973_04_01_00,PRT,Setúbal,PRF Gas Solutions,hydrogen,green_hydrogen,initial,€11.5 million,135 kg per hour,actual,03-2022,03-2022,NA,NA,-,False,False,False,False
PRT-00998-07973_04_04_00,PRT,Setúbal,PRF Gas Solutions,hydrogen,electrolysers,initial,€11.5 million,135 kg per hour,actual,03-2022,03-2022,NA,NA,-,False,False,False,False
ESP-00319-00602_01_04_00,ESP,Figueruelas,PSA Group,battery,module_assembly,initial,250 million EUR,-,announced,11-2019,NA,NA,NA,-,False,False,False,False
ESP-00319-00602_07_02_00,ESP,Figueruelas,PSA Group,vehicle,battery_vehicle_assembly,initial,250 million EUR,-,announced,11-2019,NA,NA,NA,-,False,False,False,False
ESP-00319-00602_07_01_00,ESP,Figueruelas,PSA Group,vehicle,EV_component_manufacturing,initial,250 million EUR,-,announced,11-2019,NA,NA,NA,-,False,False,False,False
ESP-00668-00602_01_04_00,ESP,Madrid,PSA Group,battery,module_assembly,initial,-,-,announced,11-2019,NA,NA,NA,-,False,False,False,False
ESP-00668-00602_07_02_00,ESP,Madrid,PSA Group,vehicle,battery_vehicle_assembly,initial,-,-,announced,11-2019,NA,NA,NA,-,False,False,False,False
ESP-01195-00602_01_04_00,ESP,Vigo,PSA Group,battery,module_assembly,initial,-,-,actual,06-2019,06-2019,NA,NA,-,False,False,False,False
ESP-01195-00602_07_02_00,ESP,Vigo,PSA Group,vehicle,battery_vehicle_assembly,initial,250 million EUR,-,actual,06-2019,06-2019,NA,NA,-,False,False,False,False
ESP-01281-00602_07_02_00,ESP,Zaragoza,PSA Group,vehicle,battery_vehicle_assembly,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-05887-06598_04_00_00,ESP,València,Parthenope University of Naples,hydrogen,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-05887-06598_07_00_00,ESP,València,Parthenope University of Naples,vehicle,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-01281-07978_06_00_00,ESP,Zaragoza,Pastores Grupo Cooperativo,solar,deployment,initial,-,288 kW,operational,10-2018,10-2018,10-2018,NA,-,False,False,False,False
ESP-00068-05798_06_00_00,ESP,Barcelona,PepsiCo,solar,deployment,initial,-,-,announced,12-2022,NA,NA,NA,-,False,False,False,False
ESP-04878-05798_06_00_00,ESP,Burgos,PepsiCo,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
PRT-04889-05798_06_00_00,PRT,Carregado,PepsiCo,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-04906-05798_06_00_00,ESP,Murcia,PepsiCo,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-06571-05798_06_00_00,ESP,Palma de Mallorca,PepsiCo,solar,deployment,initial,-,-,announced,12-2022,NA,NA,NA,-,False,False,False,False
ESP-00850-05798_06_00_00,ESP,Pamplona,PepsiCo,solar,deployment,initial,-,-,announced,12-2022,NA,NA,NA,-,False,False,False,False
ESP-01177-05798_06_00_00,ESP,Valencia,PepsiCo,solar,deployment,initial,-,-,announced,12-2022,NA,NA,NA,-,False,False,False,False
ESP-01197-05798_06_00_00,ESP,Vitoria,PepsiCo,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-01470-05798_06_00_00,ESP,Álava,PepsiCo,solar,deployment,initial,-,-,announced,12-2022,NA,NA,NA,-,False,False,False,False
ESP-02216-02401_04_01_00,ESP,Isla Verde Wastewater Treatment Plant,Perseo,hydrogen,green_hydrogen,initial,€7 million,"135,000 tons",announced,03-2022,NA,NA,NA,-,False,False,False,False
ESP-02177-05803_04_01_00,ESP,Basque Country,Petronor,hydrogen,green_hydrogen,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-02319-05803_04_01_00,ESP,Bilbao,Petronor,hydrogen,green_hydrogen,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-02319-05803_09_04_00,ESP,Bilbao,Petronor,biomass,biofuels_refining,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-01195-00611_07_02_00,ESP,Vigo,Peugeot,vehicle,battery_vehicle_assembly,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-01195-00611_07_01_00,ESP,Vigo,Peugeot,vehicle,EV_component_manufacturing,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-01281-00611_07_02_00,ESP,Zaragoza,Peugeot,vehicle,battery_vehicle_assembly,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-07424-07979_06_03_00,ESP,Toro,Pevafersa,solar,cell,initial,-,120 MW,actual,07-2008,07-2008,NA,NA,-,False,False,False,False
ESP-07030-07980_06_00_00,ESP,near Seville,Pfizer,solar,deployment,initial,-,124 MW,announced,-,NA,NA,NA,-,False,False,False,False
ESP-03086-03295_01_02_00,ESP,Badajoz,Phi4tech,battery,battery_materials,initial,€400 million,2 GW,announced,03-2021,NA,NA,NA,-,True,True,False,False
ESP-03086-03295_01_01_00,ESP,Badajoz,Phi4tech,battery,cell_manufacturing,initial,['€400 million'],['2 GW'],actual,['03-2021'],06-2021,12-2023,NA,-,True,False,False,False
ESP-07658-07982_06_00_00,ESP,Corral de Calatrava,Photosolar Medina 4,solar,deployment,initial,€49 million,50 MW,announced,-,NA,NA,NA,-,False,False,False,False
PRT-07660-07984_02_00_00,PRT,Azores,Pico Vermelho,geothermal,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-02297-05812_06_00_00,ESP,Almería,Plataforma Solar de Almería,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-02297-05812_04_01_00,ESP,Almería,Plataforma Solar de Almería,hydrogen,green_hydrogen,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-07118-07474_06_00_00,ESP,Arico,Platina Partners,solar,deployment,initial,-,9.4 MW,actual,-,-,NA,NA,-,False,False,False,False
ESP-00068-03301_06_00_00,ESP,Barcelona,Platio Solar,solar,deployment,initial,-,9 kW,announced,04-2021,NA,NA,NA,-,False,False,False,False
ESP-03086-05813_06_00_00,ESP,Badajoz,Plenitude,solar,deployment,initial,-,-,actual,-,09-2024,NA,NA,-,False,False,False,False
ESP-07568-05813_06_00_00,ESP,Castilla y Leon,Plenitude,solar,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
ESP-07661-05813_08_00_00,ESP,El Monte,Plenitude,wind,deployment,initial,-,104.5 MW,operational,10-2022,-,11-2022,NA,-,False,False,False,False
ESP-03406-05813_06_00_00,ESP,Salamanca,Plenitude,solar,deployment,initial,-,220 MW,actual,-,-,NA,NA,-,False,False,False,False
ESP-07662-05813_06_00_00,ESP,Villarino de los Aires,Plenitude,solar,deployment,initial,-,220 MW,actual,-,10-2024,NA,NA,-,False,False,False,False
PRT-01024-00615_04_01_00,PRT,Sines,Plug Power,hydrogen,green_hydrogen,initial,€250 million,15 ktpa,actual,-,-,NA,NA,-,False,False,False,False
PRT-01024-00615_04_04_00,PRT,Sines,Plug Power,hydrogen,electrolysers,initial,€250 million,15 ktpa,actual,-,-,NA,NA,-,False,False,False,False
ESP-07663-07986_08_00_00,ESP,Delta wind farm,Pontegadea,wind,deployment,initial,-,-,announced,11-2021,NA,NA,NA,-,False,False,False,False
ESP-07663-07986_06_00_00,ESP,Delta wind farm,Pontegadea,solar,deployment,initial,-,-,announced,11-2021,NA,NA,NA,-,False,False,False,False
ESP-05478-07986_06_00_00,ESP,Manzanares,Pontegadea,solar,deployment,initial,€27 million,-,actual,07-2022,-,NA,NA,-,False,False,False,False
ESP-01281-07986_08_00_00,ESP,Zaragoza,Pontegadea,wind,deployment,initial,-,-,cancelled,-,NA,NA,-,-,False,False,False,False
ESP-07513-07987_04_01_00,ESP,Villarreal,Porcelanosa,hydrogen,green_hydrogen,initial,-,-,announced,04-2021,NA,NA,NA,-,False,False,False,False
ESP-07513-07987_04_04_00,ESP,Villarreal,Porcelanosa,hydrogen,electrolysers,initial,-,-,announced,04-2021,NA,NA,NA,-,False,False,False,False
ESP-07513-07987_06_00_00,ESP,Villarreal,Porcelanosa,solar,deployment,initial,-,-,announced,04-2021,NA,NA,NA,-,False,False,False,False
ESP-01177-00617_07_01_00,ESP,Valencia,Porsche,vehicle,EV_component_manufacturing,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-01177-04180_06_00_00,ESP,Valencia,Port Authority of Valencia,solar,deployment,initial,-,8.6 kW,announced,-,NA,NA,NA,-,False,False,False,False
ESP-01177-02408_04_00_00,ESP,Valencia,Port of Valencia,hydrogen,deployment,initial,-,-,actual,07-2021,07-2021,NA,NA,-,False,False,False,False
ESP-05392-05824_06_00_00,ESP,PortAventura,PortAventura World,solar,deployment,initial,€5 million,-,actual,08-2022,09-2022,NA,NA,-,False,False,False,False
ESP-05392-05824_07_00_00,ESP,PortAventura,PortAventura World,vehicle,deployment,initial,€5 million,-,actual,08-2022,09-2022,NA,NA,-,False,False,False,False
PRT-01784-07988_06_00_00,PRT,Alqueva,Portuguese utility,solar,deployment,initial,-,4 MW,announced,04-2019,NA,NA,NA,-,False,False,False,False
PRT-06453-07989_06_04_00,PRT,Algarve,Portwind Lda.,solar,modules,initial,-,-,actual,-,03-2017,NA,NA,-,False,False,False,False
ESP-03896-05830_04_01_00,ESP,Lloseta,Power to Green Hydrogen Mallorca (P2GH2M),hydrogen,green_hydrogen,initial,-,300 tonnes,actual,06-2021,06-2021,NA,NA,-,False,False,False,False
ESP-03896-05830_06_00_00,ESP,Lloseta,Power to Green Hydrogen Mallorca (P2GH2M),solar,deployment,initial,-,300 tonnes,actual,06-2021,06-2021,NA,NA,-,False,False,False,False
PRT-01024-07990_04_01_00,PRT,Sines,Power2X,hydrogen,green_hydrogen,initial,€1 billion,"50,000 tons",actual,04-2022,04-2022,NA,NA,-,False,False,False,False
ESP-07424-07991_06_03_00,ESP,Toro,Praxair,solar,cell,initial,-,120 MW,actual,07-2008,07-2008,NA,NA,-,False,False,False,False
ESP-07231-07992_08_07_00,ESP,Cubillos del Sil,PreZero Espana,wind,other,initial,€8.5 million,-,announced,01-2022,NA,NA,NA,-,False,False,False,False
ESP-07231-07993_08_00_00,ESP,Cubillos del Sil,PreZero Spain,wind,deployment,initial,-,-,announced,06-2023,NA,NA,NA,-,False,False,False,False
PRT-06958-07994_06_00_00,PRT,Alqueva hydropower dam,Preffor,solar,deployment,initial,-,5 MW,operational,05-2022,-,05-2022,NA,-,False,False,False,False
PRT-06958-07994_01_00_00,PRT,Alqueva hydropower dam,Preffor,battery,deployment,initial,-,-,operational,-,05-2022,05-2022,NA,-,False,False,False,False
PRT-06958-07994_03_00_00,PRT,Alqueva hydropower dam,Preffor,hydroelectric,deployment,initial,-,-,operational,-,-,-,NA,-,False,False,False,False
PRT-01193-06608_08_00_00,PRT,Viana do Castelo,Principle Power,wind,deployment,initial,-,-,operational,-,-,-,NA,-,False,False,False,False
ESP-05414-05843_06_00_00,ESP,Alcala de Guadaira,Prodiel,solar,deployment,initial,-,-,actual,02-2020,02-2020,NA,NA,-,False,False,False,False
ESP-04515-05843_06_00_00,ESP,Alcalá de Guadaira,Prodiel,solar,deployment,initial,-,-,actual,02-2020,01-2020,NA,NA,-,False,False,False,False
ESP-07046-05843_06_00_00,ESP,Cabrera,Prodiel,solar,deployment,initial,-,200 MW,actual,02-2020,02-2020,NA,NA,-,False,False,False,False
ESP-07569-05843_06_00_00,ESP,La Rinconada,Prodiel,solar,deployment,initial,-,13.30 MW,announced,-,NA,NA,NA,-,False,False,False,False
ESP-07664-05843_06_00_00,ESP,"La Rinconada, Seville",Prodiel,solar,deployment,initial,-,13.30 MW,announced,-,NA,NA,NA,-,False,False,False,False
ESP-01000-05843_06_00_00,ESP,Seville,Prodiel,solar,deployment,initial,-,13.30 MW,announced,-,NA,NA,NA,-,False,False,False,False
ESP-05415-05843_06_00_00,ESP,Talayuela,Prodiel,solar,deployment,initial,-,-,actual,02-2020,02-2020,NA,NA,-,False,False,False,False
ESP-01124-05843_06_00_00,ESP,Toledo,Prodiel,solar,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
PRT-02780-07995_06_00_00,PRT,Lisbon,Prodigy Orbit Lda.,solar,deployment,initial,-,-,announced,09-2019,NA,NA,NA,-,False,False,False,False
ESP-01180-07996_06_00_00,ESP,Valladolid,Progressum,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-07665-07997_06_00_00,ESP,Corella and Tudela,Progressum Energy,solar,deployment,initial,-,107.79 MW,announced,-,NA,NA,NA,-,False,False,False,False
PRT-06683-08000_06_00_00,PRT,Santiago de Cacém,Prosalia,solar,deployment,initial,-,1.2 GW,announced,-,NA,NA,NA,-,False,False,False,False
PRT-07666-08001_06_00_00,PRT,Orique,Prosolia,solar,deployment,initial,-,46 MW,actual,08-2017,08-2017,NA,NA,-,False,False,False,False
PRT-06465-08001_06_00_00,PRT,Santiago do Cacém,Prosolia,solar,deployment,initial,€850 million,1.14 GW,actual,09-2021,09-2021,NA,NA,-,False,False,False,False
PRT-06465-08001_06_00_01,PRT,Santiago do Cacém,Prosolia,solar,deployment,first expansion,€850 million,-,actual,09-2021,09-2021,NA,NA,-,False,False,False,False
PRT-06465-08001_01_00_00,PRT,Santiago do Cacém,Prosolia,battery,deployment,initial,€850 million,-,actual,09-2021,09-2021,NA,NA,-,False,False,False,False
PRT-06465-08001_01_00_01,PRT,Santiago do Cacém,Prosolia,battery,deployment,first expansion,-,-,actual,09-2021,-,NA,NA,-,False,False,False,False
ESP-00668-06611_04_01_00,ESP,Madrid,Pryconsa,hydrogen,green_hydrogen,initial,-,-,announced,10-2022,NA,NA,NA,-,False,False,False,False
ESP-06022-06611_04_00_00,ESP,Valdemoro,Pryconsa,hydrogen,deployment,initial,-,24.5 tons,announced,09-2022,NA,NA,NA,-,False,False,False,False
ESP-06022-06611_06_00_00,ESP,Valdemoro,Pryconsa,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ESP-07673-08003_02_00_00,ESP,Timanfaya,Public University of Navarra,geothermal,deployment,initial,-,12 kWh,actual,04-2022,04-2022,NA,NA,-,False,False,False,False
ESP-07306-07475_06_03_00,ESP,Bigastro,Pufin Group,solar,cell,initial,-,-,announced,06-2013,NA,NA,NA,-,False,False,False,False
ESP-07306-07475_06_04_00,ESP,Bigastro,Pufin Group,solar,modules,initial,-,-,announced,06-2013,NA,NA,NA,-,False,False,False,False
